dataset_id	dataset_doi	dataset_type	dataset_name	citation_curie	citation_relationship	citation_type	citation_comment	citation_citation	citation_source
180	10.26275/9uqz-zwnh	Dataset	Acute effects of efferent and afferent vagus nerve stimulation (VNS) on neural activity accessed with functional Magnetic Resonance Imaging (fMRI) in rats	doi:10.17504/protocols.io.bciwiufe	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Brain Neural Activity Assessed with Magnetic Resonance Imaging and electrophysiology v1. (2020). https://doi.org/10.17504/protocols.io.bciwiufe
"	SPARC
211	10.26275/ih2m-pphy	Dataset	Acute effects of vagus nerve stimulation (VNS) settings on neural activity in the nucleus of solitary tract (NTS) in rats	doi:10.17504/protocols.io.bciwiufe	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Brain Neural Activity Assessed with Magnetic Resonance Imaging and electrophysiology v1. (2020). https://doi.org/10.17504/protocols.io.bciwiufe
"	SPARC
212	10.26275/lok5-wje6	Dataset	Sympathetic nerve stimulation of mouse and rabbit hearts	doi:10.1113/JP278016	Describes	Originating Publication		"Wang, L., Morotti, S., Tapa, S., Francis Stuart, S. D., Jiang, Y., Wang, Z., Myles, R. C., Brack, K. E., Ng, G. A., Bers, D. M., Grandi, E., & Ripplinger, C. M. (2019). Different paths, same destination: divergent action potential responses produce conserved cardiac fightâorâflight response in mouse and rabbit hearts. The Journal of Physiology, 597(15), 3867â3883. Portico. https://doi.org/10.1113/jp278016
"	SPARC
215	10.26275/wlhm-c7ba	Dataset	Characterization of adeno associated virus serotypes 4 weeks after pancreas injection in mice	doi:10.17504/protocols.io.14egnx47pl5d/v1	IsDocumentedBy	Protocol		"Jimenez Gonzalez, M. (2019). Intrapancreatic injection surgery v1. https://doi.org/10.17504/protocols.io.14egnx47pl5d/v1
"	SPARC
130	10.26275/gvzt-oeti	Dataset	Functional mapping with lumbosacral epidural stimulation for restoration of bladder function after spinal cord injury in rats	doi:10.17504/protocols.io.w6hfhb6	IsDocumentedBy	Protocol		"Hubscher, C., & Hoey, R. (2019). Epidural stimulation mapping protocol v1. https://doi.org/10.17504/protocols.io.w6hfhb6
"	SPARC
130	10.26275/gvzt-oeti	Dataset	Functional mapping with lumbosacral epidural stimulation for restoration of bladder function after spinal cord injury in rats	doi:10.1038/s41598-021-81822-3	Describes	Originating Publication		"Hoey, R. F., Medina-AguiÃ±aga, D., Khalifa, F., Ugiliweneza, B., Zdunowski, S., Fell, J., Naglah, A., El-Baz, A. S., Herrity, A. N., Harkema, S. J., & Hubscher, C. H. (2021). Bladder and bowel responses to lumbosacral epidural stimulation in uninjured and transected anesthetized rats. Scientific Reports, 11(1). https://doi.org/10.1038/s41598-021-81822-3
"	SPARC
119	10.26275/z6jn-j5tx	Dataset	Transcriptional diversity of single neurons in the porcine right atrial ganglionic plexus (RAGP)	doi:10.21203/rs.3.pex-927/v1	Cites	Work		"Robbins, S., Achanta, S., & Vadigepalli, R. (2021). Laser Capture Microdissection (LCM) and 3D Sample Tracking Protocol. https://doi.org/10.21203/rs.3.pex-927/v1
"	Datacite
216	10.26275/of13-iokw	Dataset	Antibodies tested in the colon - Pig	doi:10.17504/protocols.io.4r9gv96	IsDocumentedBy	Protocol		"pq Yuan, P.-Q., & TachÃ©, Y. (2019). Tache_Yuan_OT2OD024899_CLARITYAnd3DImagingOfColonicENSintheMouseAndPig_1_2019-Pig_Protocol v1. https://doi.org/10.17504/protocols.io.4r9gv96
"	SPARC
216	10.26275/of13-iokw	Dataset	Antibodies tested in the colon - Pig	doi:10.17504/protocols.io.bfqmjmu6	IsDocumentedBy	Protocol		"Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon v1. (2020). https://doi.org/10.17504/protocols.io.bfqmjmu6
"	SPARC
216	10.26275/of13-iokw	Dataset	Antibodies tested in the colon - Pig	doi:10.17504/protocols.io.b4qrqvv6	IsDocumentedBy	Protocol		"Immunohistochemistry of porcine enteric neurons v1. (2022). https://doi.org/10.17504/protocols.io.b4qrqvv6
"	SPARC
187	10.26275/dhbx-w17y	Dataset	Safety testing of predicate device for Fecobionics	doi:10.17504/protocols.io.b4u8qwzw	IsDocumentedBy	Protocol		"Staining Protocols for Safety Study of Wireless Fecobionics Device v1. (2022). https://doi.org/10.17504/protocols.io.b4u8qwzw
"	SPARC
220	10.26275/wucy-ljuk	Dataset	Single nucleus RNAseq of nodose ganglia in mice	doi:10.17504/protocols.io.v72e9qe	IsDocumentedBy	Protocol		"Preissl, S., Verheyden, J., & Sun, X. (2018). Single Nucleus RNAseq Sample Prep from Nodose Ganglia v1. https://doi.org/10.17504/protocols.io.v72e9qe
"	SPARC
46	10.26275/elbl-3vxh	Dataset	Effect of electrical stimulation of vagal afferent terminals located in the stomach muscle wall on feeding behavior	doi:10.17504/protocols.io.b2qgqdtw	IsDocumentedBy	Protocol		"Protocol for chronic implantation of patch electrodes on the gastric muscle wall of the rat v1. (2021). https://doi.org/10.17504/protocols.io.b2qgqdtw
"	SPARC
222	10.26275/cxej-bm2v	Dataset	Enteric nervous system expression profiling by high throughput scRNA-sequencing in human and mouse colon 	doi:10.17504/protocols.io.w26fghe	IsDocumentedBy	Protocol		"M Wright, C., & Robert O Heuckeroth,  not provided. (2019). Processing Human Colon &amp;quot;Myenteric Plexus&amp;quot; for Single Nuclei RNA-seq v1. https://doi.org/10.17504/protocols.io.w26fghe
"	SPARC
222	10.26275/cxej-bm2v	Dataset	Enteric nervous system expression profiling by high throughput scRNA-sequencing in human and mouse colon 	doi:10.1016/j.jcmgh.2020.12.014	Describes	Originating Publication		"Wright, C. M., Schneider, S., Smith-Edwards, K. M., Mafra, F., Leembruggen, A. J. L., Gonzalez, M. V., Kothakapa, D. R., Anderson, J. B., Maguire, B. A., Gao, T., Missall, T. A., Howard, M. J., Bornstein, J. C., Davis, B. M., & Heuckeroth, R. O. (2021). scRNA-Seq Reveals New Enteric Nervous System Roles for GDNF, NRTN, and TBX3. Cellular and Molecular Gastroenterology and Hepatology, 11(5), 1548-1592.e1. https://doi.org/10.1016/j.jcmgh.2020.12.014
"	SPARC
116	10.26275/az1n-uv7s	Dataset	Spatially tracked single-cell-scale RNAseq of porcine right atrial ganglionic plexus (RAGP) neurons	doi:10.21203/rs.3.pex-962/v1	Cites	Work		"Kuttippurathu, L., Moss, A., & Vadigepalli, R. (2021). Single Cell scale RNA-seq Analysis Protocol to analyze Smart-3SEQ data from RAGP neurons of pig heart. https://doi.org/10.21203/rs.3.pex-962/v1
"	Datacite
224	10.26275/qskp-awpu	Dataset	Optogenetic inhibition of nitrergic and cholinergic neurons of murine colonic myenteric plexus	doi:10.17504/protocols.io.bqppmvmn	IsDocumentedBy	Protocol		"Heredia, D., & Gould, T. (2020). Optogenetically inhibiting enteric neurons in the murine large intestine v1. https://doi.org/10.17504/protocols.io.bqppmvmn
"	SPARC
31	10.26275/sip4-ioyz	Dataset	CLARITY and three-dimensional (3D) imaging of the mouse and porcine colonic innervation	doi:10.17504/protocols.io.4sagwae	IsDocumentedBy	Protocol		"pq Yuan, P.-Q., Wang, L., & TachÃ©, Y. (2019). Tache_Yuan_OT2OD024899_CLARITYAnd3DImagingOfColonicENSintheMouseAndPig_1_2019-Mouse_Protocol (Annotation Copy) v1. https://doi.org/10.17504/protocols.io.4sagwae
"	SPARC
228	10.26275/jsaw-2w1q	Dataset	Sympathetic and parasympathetic effects on membrane currents in isolated pig ventricular myocytes	doi:10.17504/protocols.io.ba8iihue	IsDocumentedBy	Protocol		"Isolation of Adult Pig Ventricular Myocytes v1. (2020). https://doi.org/10.17504/protocols.io.ba8iihue
"	SPARC
228	10.26275/jsaw-2w1q	Dataset	Sympathetic and parasympathetic effects on membrane currents in isolated pig ventricular myocytes	doi:10.17504/protocols.io.ba8mihu6	IsDocumentedBy	Protocol		"L-Type Ca2+ Current Protocol v1. (2020). https://doi.org/10.17504/protocols.io.ba8mihu6
"	SPARC
228	10.26275/jsaw-2w1q	Dataset	Sympathetic and parasympathetic effects on membrane currents in isolated pig ventricular myocytes	doi:10.1111/bph.15382	Describes	Originating Publication		"Rudokas, M. W., Post, J. P., SatarayâRodriguez, A., Sherpa, R. T., Moshal, K. S., Agarwal, S. R., & Harvey, R. D. (2021). Compartmentation of Î²2âadrenoceptor stimulated cAMP responses by phosphodiesterase types 2 and 3 in cardiac ventricular myocytes. British Journal of Pharmacology, 178(7), 1574â1587. Portico. https://doi.org/10.1111/bph.15382
"	SPARC
229	10.26275/qw1u-zxea	Dataset	Vagus nerve stimulation mapping in swine	doi:10.17504/protocols.io.bkeyktfw	IsDocumentedBy	Protocol		"Vagus Nerve Stimulation Evoked Electroneurography and Electromyography Recordings in Swine v1. (2020). https://doi.org/10.17504/protocols.io.bkeyktfw
"	SPARC
231	10.26275/zuwb-qnqk	Dataset	Calcium dynamics imaging of vasoactive intestinal peptide-expressing (VIP) enteric nervous system (ENS) neurons	doi:10.17504/protocols.io.14egn76xpv5d/v1	IsDocumentedBy	Protocol		"Imaging of Calcium Dynamics in Vasoactive Intestinal Peptide-expressing Neurons of Enteric Nervous System v1. (2022). https://doi.org/10.17504/protocols.io.14egn76xpv5d/v1
"	SPARC
231	10.26275/zuwb-qnqk	Dataset	Calcium dynamics imaging of vasoactive intestinal peptide-expressing (VIP) enteric nervous system (ENS) neurons	doi:10.1111/nmo.14678	Cites	Work		"Barth, B. B., Redington, E. R., Gautam, N., Pelot, N. A., & Grill, W. M. (2023). Calcium image analysis in the moving gut. Neurogastroenterology &amp; Motility, 35(12). Portico. https://doi.org/10.1111/nmo.14678
"	OCI
233	10.26275/nav5-oeol	Dataset	Rat vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.6hehb3e	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2019). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_TH v1. https://doi.org/10.17504/protocols.io.6hehb3e
"	SPARC
233	10.26275/nav5-oeol	Dataset	Rat vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.bi9tkh6n	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2020). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_ChAT v2. https://doi.org/10.17504/protocols.io.bi9tkh6n
"	SPARC
233	10.26275/nav5-oeol	Dataset	Rat vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.6hfhb3n	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2019). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_ChAT v1. https://doi.org/10.17504/protocols.io.6hfhb3n
"	SPARC
234	10.26275/x10i-9c9u	Dataset	Human vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.6hehb3e	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2019). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_TH v1. https://doi.org/10.17504/protocols.io.6hehb3e
"	SPARC
234	10.26275/x10i-9c9u	Dataset	Human vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.6hfhb3n	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2019). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_ChAT v1. https://doi.org/10.17504/protocols.io.6hfhb3n
"	SPARC
234	10.26275/x10i-9c9u	Dataset	Human vagus nerve TH- (tyrosine hydroxylase) and ChAT- (choline acetyltransferase) positive fibers	doi:10.17504/protocols.io.bi9tkh6n	IsDocumentedBy	Protocol		"Ashley Ezzell, J., A. Pelot, N., A. Clissold, K., & M. Grill, W. (2020). SPARC_Duke_Grill_OT2-OD025340_VagusNerve_IHC_ChAT v2. https://doi.org/10.17504/protocols.io.bi9tkh6n
"	SPARC
236	10.26275/vzxw-kwdu	Dataset	High-density penetrating array dorsal root ganglia recordings	doi:10.17504/protocols.io.w5nfg5e	IsDocumentedBy	Protocol		"J Sperry, Z., Na, K., VÃ¶rÃ¶slakos, M., Parizi, S., Jun, J., M. Bruns, T., Yoon, E., & P. Seymour, J. (2019). High-Density Penetrating Microelectrode Recordings from Anesthetized Feline Dorsal Root Ganglia v1. https://doi.org/10.17504/protocols.io.w5nfg5e
"	SPARC
236	10.26275/vzxw-kwdu	Dataset	High-density penetrating array dorsal root ganglia recordings	doi:10.1038/s41378-020-0149-z	Describes	Originating Publication		"Na, K., Sperry, Z. J., Lu, J., VÃ¶rÃ¶slakos, M., Parizi, S. S., Bruns, T. M., Yoon, E., & Seymour, J. P. (2020). Novel diamond shuttle to deliver flexible neural probe with reduced tissue compression. Microsystems &amp; Nanoengineering, 6(1). https://doi.org/10.1038/s41378-020-0149-z
"	SPARC
237	10.26275/rmkt-5ypu	Dataset	Ablation of the intrinsic cardiac nervous system to evaluate efferent control of cardiac function	doi:10.17504/protocols.io.bvpbn5in	IsDocumentedBy	Protocol		"Evaluating intrinsic cardiac neural control of cardiac function using sequential ganglionated plexus ablations v1. (2021). https://doi.org/10.17504/protocols.io.bvpbn5in
"	SPARC
237	10.26275/rmkt-5ypu	Dataset	Ablation of the intrinsic cardiac nervous system to evaluate efferent control of cardiac function	doi:10.1161/CIRCRESAHA.120.318458	Describes	Originating Publication		"Hanna, P., Dacey, M. J., Brennan, J., Moss, A., Robbins, S., Achanta, S., Biscola, N. P., Swid, M. A., Rajendran, P. S., Mori, S., Hadaya, J. E., Smith, E. H., Peirce, S. G., Chen, J., Havton, L. A., Cheng, Z. (Jack), Vadigepalli, R., Schwaber, J., Lux, R. L., â¦ Shivkumar, K. (2021). Innervation and Neuronal Control of the Mammalian Sinoatrial Node a Comprehensive Atlas. Circulation Research, 128(9), 1279â1296. https://doi.org/10.1161/circresaha.120.318458
"	SPARC
239	10.26275/4mfy-y7bj	Dataset	Temporal dispersion in porcine subdiaphragmatic nerves ex vivo	doi:10.17504/protocols.io.b59hq936	IsDocumentedBy	Protocol		"Tarotin, I., Mastitskaya, S., Ravagli, E., D Perkins, J., S Holder, D., & Aristovich, K. (2022). Measurement of activity-related impedance changes in porcine subdiaphragmatic nerve v2. https://doi.org/10.17504/protocols.io.b59hq936
"	SPARC
238	10.26275/be0x-9mzy	Dataset	Mapping colon and bladder innervating sensory neurons in CLARITY cleared ganglia in mouse	doi:10.17504/protocols.io.x54v9y391g3e/v1	IsDocumentedBy	Protocol		"Harrington, A. (2022). Cholera Toxin Subunit B (CTB) Retrograde tracing from the mouse colon and bladder wall. v1. https://doi.org/10.17504/protocols.io.x54v9y391g3e/v1
"	SPARC
238	10.26275/be0x-9mzy	Dataset	Mapping colon and bladder innervating sensory neurons in CLARITY cleared ganglia in mouse	doi:10.17504/protocols.io.j8nlkk971l5r/v2	IsDocumentedBy	Protocol		"Harrington, A. (2022). Mapping dichotomisingcolon and bladder sensory afferent neurons and terminals and if they undergo structural plasticity post-colitis. v2. https://doi.org/10.17504/protocols.io.j8nlkk971l5r/v2
"	SPARC
238	10.26275/be0x-9mzy	Dataset	Mapping colon and bladder innervating sensory neurons in CLARITY cleared ganglia in mouse	doi:10.17504/protocols.io.14egn7mpqv5d/v1	IsDocumentedBy	Protocol		"Harrington, A. (2022). Mouse model of post-colitis (DNBS) chronic visceral hypersensitivity. v1. https://doi.org/10.17504/protocols.io.14egn7mpqv5d/v1
"	SPARC
240	10.26275/iyto-oxay	Dataset	Imaging colon and bladder sensory convergence in CLARITY cleared mouse spinal cord 	doi:10.17504/protocols.io.x54v9y391g3e/v1	IsDocumentedBy	Protocol		"Harrington, A. (2022). Cholera Toxin Subunit B (CTB) Retrograde tracing from the mouse colon and bladder wall. v1. https://doi.org/10.17504/protocols.io.x54v9y391g3e/v1
"	SPARC
240	10.26275/iyto-oxay	Dataset	Imaging colon and bladder sensory convergence in CLARITY cleared mouse spinal cord 	doi:10.17504/protocols.io.j8nlkk971l5r/v2	IsDocumentedBy	Protocol		"Harrington, A. (2022). Mapping dichotomisingcolon and bladder sensory afferent neurons and terminals and if they undergo structural plasticity post-colitis. v2. https://doi.org/10.17504/protocols.io.j8nlkk971l5r/v2
"	SPARC
241	10.26275/wcli-rv5b	Dataset	Evaluating spheres of influence for efferent neural control of the heart	doi:10.17504/protocols.io.bvpbn5in	IsDocumentedBy	Protocol		"Evaluating intrinsic cardiac neural control of cardiac function using sequential ganglionated plexus ablations v1. (2021). https://doi.org/10.17504/protocols.io.bvpbn5in
"	SPARC
242	10.26275/x0oc-7oc5	Dataset	Calcium imaging and motility tracking of distinct myenteric neuronal subsets in mice	doi:10.17504/protocols.io.82fhybn	IsDocumentedBy	Protocol		"Imaging and stimulating enteric neurons in the murine large intestine v1. (2019). https://doi.org/10.17504/protocols.io.82fhybn
"	SPARC
243	10.26275/36ua-upkq	Dataset	Dorsal root ganglion stimulation to modulate mechanosensitive colorectal afferent transmission in mice	doi:10.17504/protocols.io.36wgq7b4ovk5/v1	IsDocumentedBy	Protocol		"Chen, L. (2022). Synchronized spinal nerve and dorsal root ganglia stimulation v1. https://doi.org/10.17504/protocols.io.36wgq7b4ovk5/v1
"	SPARC
244	10.26275/iwxw-y2tz	Dataset	Assessment of gastric emptying and motility with magnetic resonance imaging (MRI) under gastric electrical stimulation (GES) in rats	doi:10.17504/protocols.io.bawfifbn	IsDocumentedBy	Protocol		"Effects of Vagus Nerve Stimulation/Gastric Electrical Stimulation on Gastric Emptying and Motility Assessed with Magnetic Resonance Imaging v1. (2019). https://doi.org/10.17504/protocols.io.bawfifbn
"	SPARC
245	10.26275/ya41-6sfo	Dataset	Dorsal root ganglion stimulation to modulate mechanosensitive colorectal afferent transmission	doi:10.17504/protocols.io.bp2l61rnzvqe/v1	IsDocumentedBy	Protocol		"Chen, L. (2022). Dorsal Root Ganglia stimulation-block colorectal afferents v1. https://doi.org/10.17504/protocols.io.bp2l61rnzvqe/v1
"	SPARC
246	10.26275/tscp-vk1d	Dataset	Activity of and neurochemical expression in nitrergic and cholinergic neurons in the murine colonic myenteric plexus	doi:10.17504/protocols.io.82fhybn	IsDocumentedBy	Protocol		"Imaging and stimulating enteric neurons in the murine large intestine v1. (2019). https://doi.org/10.17504/protocols.io.82fhybn
"	SPARC
246	10.26275/tscp-vk1d	Dataset	Activity of and neurochemical expression in nitrergic and cholinergic neurons in the murine colonic myenteric plexus	doi:10.1111/nmo.14678	Cites	Work		"Barth, B. B., Redington, E. R., Gautam, N., Pelot, N. A., & Grill, W. M. (2023). Calcium image analysis in the moving gut. Neurogastroenterology &amp; Motility, 35(12). Portico. https://doi.org/10.1111/nmo.14678
"	OCI
252	10.26275/i6uj-vhx8	Dataset	In vivo visualization of pig vagus nerve 'vagotopy' using ultrasound	doi:10.17504/protocols.io.9ieh4be	IsDocumentedBy	Protocol		"Settell, M., E Knudsen, B., L McConico, A., & A Ludwig, K. (2019). Protocol for Pig Vagus Nerve Microdissection and Histology v1. https://doi.org/10.17504/protocols.io.9ieh4be
"	SPARC
252	10.26275/i6uj-vhx8	Dataset	In vivo visualization of pig vagus nerve 'vagotopy' using ultrasound	doi:10.17504/protocols.io.bp2l61m4zvqe/v1	IsDocumentedBy	Protocol		"Methods for Visualization of Pig Vagus Nerve &amp;#34;Vagotopy&amp;#34; Using Ultrasound v1. (2022). https://doi.org/10.17504/protocols.io.bp2l61m4zvqe/v1
"	SPARC
253	10.26275/jr6t-jcoe	Dataset	Performance testing of the Fecobionics device	doi:10.17504/protocols.io.bpzfmp3n	IsDocumentedBy	Protocol		"Performance Study of Wireless Fecobionics Device in Canine v1. (2020). https://doi.org/10.17504/protocols.io.bpzfmp3n
"	SPARC
253	10.26275/jr6t-jcoe	Dataset	Performance testing of the Fecobionics device	doi:10.1053/j.gastro.2020.09.055	Describes	Originating Publication		"Gregersen, H., Wang, Y., Guo, X., Field, F., Nelson, M., Combs, W., Wang, M., & Kassab, G. (2021). Simulated Colonic Feces Reveals Novel Contraction Patterns. Gastroenterology, 160(3), 660â662. https://doi.org/10.1053/j.gastro.2020.09.055
"	SPARC
254	10.26275/akxk-vcbm	Dataset	Electrochemical measurement of kanamycin in whole blood for implant longevity evaluation	doi:10.17504/protocols.io.j8nlk5dydl5r/v1	IsDocumentedBy	Protocol		"Chien, J.-C. (2019). Wireless electrochemical measurement of kanamycin in whole blood v1. https://doi.org/10.17504/protocols.io.j8nlk5dydl5r/v1
"	SPARC
256	10.26275/jrj4-zrmj	Dataset	Substance P-immunoreactive axon innervation of mouse stomach	doi:10.17504/protocols.io.j8nlkknn5l5r/v1	IsDocumentedBy	Protocol		"Topographical Organization, Morphology, and Density Analysis of Substance P (SP)-IR axons in the Whole Mouse Stomach v1. (2022). https://doi.org/10.17504/protocols.io.j8nlkknn5l5r/v1
"	SPARC
257	10.26275/dtlj-t4bf	Dataset	Increased arrhythmia susceptibility in type 2 diabetic mice related to dysregulation of ventricular sympathetic innervation	doi:10.17504/protocols.io.81wgb6ep3lpk/v1	IsDocumentedBy	Protocol		"D Tompkins, J. (2022). Protocol for intracellular recording from mouse intrinsic cardiac neurons v1. https://doi.org/10.17504/protocols.io.81wgb6ep3lpk/v1
"	SPARC
258	10.26275/23je-ute3	Dataset	4D upper gastrointestinal magnetic resonance imaging in healthy human subjects and gastroparetic patients	doi:10.17504/protocols.io.kxygxpx9dl8j/v1	IsDocumentedBy	Protocol		"4D Upper Gastrointestinal Magnetic Resonance Imaging in Healthy Human Subjects and Gastroparetic Patients v1. (2021). https://doi.org/10.17504/protocols.io.kxygxpx9dl8j/v1
"	SPARC
260	10.26275/vkvk-3hqe	Dataset	Expression of molecular markers in mouse and human stellate ganglia	doi:10.17504/protocols.io.rm7vzyko5lx1/v1	IsDocumentedBy	Protocol		"Neri, D. (2022). Expression of molecular markers in mouse and human stellate ganglia v1. https://doi.org/10.17504/protocols.io.rm7vzyko5lx1/v1
"	SPARC
261	10.26275/zly9-ow0w	Dataset	Expression of molecular markers in subpopulations of mouse stellate ganglion neurons 	doi:10.17504/protocols.io.8epv592bdg1b/v1	IsDocumentedBy	Protocol		"Neri, D. (2022). Expression of molecular markers in subpopulations of mouse stellate ganglion neurons v1. https://doi.org/10.17504/protocols.io.8epv592bdg1b/v1
"	SPARC
262	10.26275/vm1h-k4kq	Dataset	Electrode design characterization for electrophysiology from swine peripheral nervous system	doi:10.17504/protocols.io.j8nlkk6n5l5r/v1	IsDocumentedBy	Protocol		"Electrophysiology from cervical vagus nerve and great auricular nerve in swine v1. (2022). https://doi.org/10.17504/protocols.io.j8nlkk6n5l5r/v1
"	SPARC
262	10.26275/vm1h-k4kq	Dataset	Electrode design characterization for electrophysiology from swine peripheral nervous system	doi:10.1088/1741-2552/acc35c	Cites	Work		"Verma, N., Knudsen, B., Gholston, A., Skubal, A., Blanz, S., Settell, M., Frank, J., Trevathan, J., & Ludwig, K. (2023). Microneurography as a minimally invasive method to assess target engagement during neuromodulation. Journal of Neural Engineering, 20(2), 026036. https://doi.org/10.1088/1741-2552/acc35c
"	OCI
262	10.26275/vm1h-k4kq	Dataset	Electrode design characterization for electrophysiology from swine peripheral nervous system	doi:https://doi.org/10.26275/vm1h-k4kq	Cites	Work		Ludwig, K. A., &amp; Verma, N. (2022). <i>Electrode design characterization for electrophysiology from swine peripheral nervous system</i> (Version 1) [Data set]. SPARC Portal. https://doi.org/10.26275/VM1H-K4KQ	K-Core
263	10.26275/bvpu-cuz7	Dataset	Single cell RNA sequencing of retrogradely labeled mouse stellate ganglion neurons	doi:10.17504/protocols.io.wjrfcm6	IsDocumentedBy	Protocol		"Lee, S., & Zeltser, L. (2018). Retrograde labeling of brown adipose tissue (BAT)-projecting sympathetic neurons with cholera toxin B (CTB) v1. https://doi.org/10.17504/protocols.io.wjrfcm6
"	SPARC
263	10.26275/bvpu-cuz7	Dataset	Single cell RNA sequencing of retrogradely labeled mouse stellate ganglion neurons	doi:10.17504/protocols.io.14egn79e6v5d/v1	IsDocumentedBy	Protocol		"Lee, S. (2022). Ganglia dissociation and single-cell sorting v1. https://doi.org/10.17504/protocols.io.14egn79e6v5d/v1
"	SPARC
263	10.26275/bvpu-cuz7	Dataset	Single cell RNA sequencing of retrogradely labeled mouse stellate ganglion neurons	doi:10.17504/protocols.io.bp2l61drdvqe/v1	IsDocumentedBy	Protocol		"Neri, D. (2022). Single-cell sequencing and analysis v1. https://doi.org/10.17504/protocols.io.bp2l61drdvqe/v1
"	SPARC
263	10.26275/bvpu-cuz7	Dataset	Single cell RNA sequencing of retrogradely labeled mouse stellate ganglion neurons	doi:10.17504/protocols.io.261generdg47/v1	IsDocumentedBy	Protocol		"Single cell RNA sequencing of retrogradely labeled mouse stellate ganglion neuron v1. (2022). https://doi.org/10.17504/protocols.io.261generdg47/v1
"	SPARC
264	10.26275/pfjd-cfty	Dataset	Optical mapping of action potentials and calcium transients in the mouse heart during optogenetic stimulation of the intracardiac ganglia and interconnecting neurons (ICNS)	doi:10.17504/protocols.io.bcdtis6n	IsDocumentedBy	Protocol		"Dual Optical Mapping of Action Potentials and Calcium Transients in the Mouse Heart during Optogenetic Stimulation of the ICNS v1. (2020). https://doi.org/10.17504/protocols.io.bcdtis6n
"	SPARC
265	10.26275/s3iw-km0k	Dataset	Expression of molecular markers in subpopulations of mouse celiac ganglion neurons 	doi:10.17504/protocols.io.8epv592bdg1b/v1	IsDocumentedBy	Protocol		"Neri, D. (2022). Expression of molecular markers in subpopulations of mouse stellate ganglion neurons v1. https://doi.org/10.17504/protocols.io.8epv592bdg1b/v1
"	SPARC
266	10.26275/eedx-wrhi	Dataset	Expression of molecular markers in subpopulations of mouse superior cervical ganglion neurons 	doi:10.17504/protocols.io.8epv592bdg1b/v1	IsDocumentedBy	Protocol		"Neri, D. (2022). Expression of molecular markers in subpopulations of mouse stellate ganglion neurons v1. https://doi.org/10.17504/protocols.io.8epv592bdg1b/v1
"	SPARC
268	10.26275/yt5s-pt6t	Dataset	Central terminal fields of lower urinary tract afferents in rat	doi:10.17504/protocols.io.w3efgje	IsDocumentedBy	Protocol		"R Keast, J., & B Osborne, P. (2019). Immunohistochemical analysis of ganglion neurons innervating the lower urinary tract [keast-001-stage03] v1. https://doi.org/10.17504/protocols.io.w3efgje
"	SPARC
268	10.26275/yt5s-pt6t	Dataset	Central terminal fields of lower urinary tract afferents in rat	doi:10.17504/protocols.io.b2ueqete	IsDocumentedBy	Protocol		"Fuller-Jackson, J.-P., B Osborne, P., & R Keast, J. (2021). Visualizing lower urinary tract afferent projections in the lumbosacral spinal cord in rats v1. https://doi.org/10.17504/protocols.io.b2ueqete
"	SPARC
247	10.26275/z4wa-dxjx	Dataset	Acute effects of gastric electrical stimulation settings on neural activity in the nucleus of solitary tract in rats	doi:10.17504/protocols.io.4r3l2okzjv1y/v1	IsDocumentedBy	Protocol		"The Acute Effects of Gastric Electrical Stimulation on Nucleus of the Solitary Tract Neural Activity Assessed with Electrophysiological Recording v1. (2022). https://doi.org/10.17504/protocols.io.4r3l2okzjv1y/v1
"	SPARC
